Longitude,Latitude,UHI Index,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2],Heat Index (C),Wind_Cooling_Effect,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,NDVI,NDBI,NDWI,NDTI,EVI,Albedo
-73.90939333,40.81240333,1.010815469,27.2,47.3,2.6,165,621,27.434995851133188,0.4383057974588334,1152.0,714.0,874.0,766.0,1316.0,1460.0,1844.0,2114.0,1658.0,1870.0,1377.0,0.46805555555555556,-0.06124497991967871,-0.4149933065595716,0.1518324607329843,2.4852507374631267,1198.0
-73.90942,40.81233,1.010815469,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1152.0,738.0,792.0,759.0,1316.0,1460.0,1844.0,1658.0,1658.0,1870.0,1377.0,0.37194869673148534,0.060090702947845805,-0.35346938775510206,0.1518324607329843,3.314896755162242,1051.6666666666667
-73.90945333,40.81223667,1.010815469,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1152.0,665.0,717.0,743.0,2026.0,1720.0,2221.0,1360.0,1849.0,2508.0,2008.0,0.29339039467427486,0.296794208893485,-0.3095811266249398,0.11071744906997343,1.8550811785929044,922.6666666666666
-73.90947667,40.81216333,1.010815469,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1152.0,966.0,1134.0,1160.0,1155.0,1327.0,1541.0,1874.0,1713.0,1805.0,1387.0,0.23533289386947923,-0.018755096493612396,-0.24601063829787234,0.13095238095238096,1.1226415094339623,1333.3333333333333
-73.90949333,40.81209333,1.010815469,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1326.0,1176.0,1512.0,1570.0,1976.0,2028.0,2141.0,2020.0,2191.0,2486.0,1769.0,0.12534818941504178,0.10341766533510874,-0.1438278595696489,0.16850763807285546,0.42922548645555136,1588.6666666666667
-73.90952167,40.81203167,1.010815469,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1326.0,1124.0,1598.0,1618.0,1976.0,2028.0,2141.0,1936.0,2191.0,2486.0,1769.0,0.08947664603263927,0.12437810945273632,-0.09564233163554046,0.16850763807285546,0.24727838258164853,1559.3333333333333
-73.90953,40.81198167,1.010815469,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1326.0,1124.0,1598.0,1618.0,1976.0,2028.0,2141.0,1936.0,2191.0,2486.0,1769.0,0.08947664603263927,0.12437810945273632,-0.09564233163554046,0.16850763807285546,0.24727838258164853,1559.3333333333333
-73.90954833,40.81194,1.010815469,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1326.0,974.0,1318.0,1260.0,1934.0,1785.0,2122.0,1716.0,2071.0,2295.0,1763.0,0.1532258064516129,0.1443530291697831,-0.13117996044825314,0.1310990635781173,0.5780933062880325,1316.6666666666667
-73.90956333,40.8119,1.010815469,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1326.0,2116.0,2266.0,2334.0,1934.0,1785.0,2122.0,2770.0,2071.0,2295.0,1763.0,0.08542319749216301,-0.09378084896347483,-0.10007942811755362,0.1310990635781173,1.2044198895027625,2406.6666666666665
-73.90958167,40.81186333,1.010815469,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1326.0,2116.0,2266.0,2334.0,1934.0,1785.0,2122.0,2770.0,2071.0,2295.0,1763.0,0.08542319749216301,-0.09378084896347483,-0.10007942811755362,0.1310990635781173,1.2044198895027625,2406.6666666666665
-73.9096,40.81181167,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1326.0,1394.0,1478.0,1646.0,1934.0,1785.0,2122.0,1850.0,2071.0,2295.0,1763.0,0.05835240274599542,0.10735826296743065,-0.11177884615384616,0.1310990635781173,0.40094339622641506,1630.0
-73.909615,40.81175333,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1326.0,1002.0,1300.0,1354.0,1550.0,1628.0,1846.0,1562.0,1716.0,1972.0,1560.0,0.07133058984910837,0.11601584606677985,-0.09154437456324249,0.11664779161947905,0.23941068139963168,1306.0
-73.90963167,40.8117,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1326.0,1002.0,1300.0,1354.0,1550.0,1628.0,1846.0,1562.0,1716.0,1972.0,1560.0,0.07133058984910837,0.11601584606677985,-0.09154437456324249,0.11664779161947905,0.23941068139963168,1306.0
-73.90964667,40.81164333,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,959.0,1988.0,2078.0,2256.0,1884.0,2288.0,1997.0,2610.0,2193.0,2336.0,2121.0,0.07274969173859433,-0.05539830165790538,-0.11348122866894197,0.04823872560017949,0.7154405820533549,2284.6666666666665
-73.90966167,40.81157833,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,1792.0,2452.0,2380.0,1849.0,2343.0,2546.0,2678.0,2890.0,2156.0,2110.0,0.05891656781336497,-0.10798510550268929,-0.04405458089668616,0.010782934833567745,0.2117078715544189,2283.3333333333335
-73.909675,40.81151,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,1792.0,2452.0,2380.0,1849.0,2343.0,2546.0,2678.0,2890.0,2156.0,2110.0,0.05891656781336497,-0.10798510550268929,-0.04405458089668616,0.010782934833567745,0.2117078715544189,2283.3333333333335
-73.90969333,40.81144167,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,994.0,1274.0,1320.0,1849.0,2343.0,2546.0,2556.0,2890.0,2156.0,2110.0,0.3188854489164087,-0.08488964346349745,-0.33472584856396864,0.010782934833567745,1.0225016545334216,1623.3333333333333
-73.909705,40.81137667,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,634.0,821.0,717.0,1098.0,2045.0,2473.0,2630.0,2527.0,1557.0,1055.0,0.5715566178667464,-0.2562694053021256,-0.524195885250652,0.19218989280245022,2.195821854912764,1327.0
-73.90971333,40.81132,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,634.0,821.0,717.0,1098.0,2045.0,2473.0,2630.0,2527.0,1557.0,1055.0,0.5715566178667464,-0.2562694053021256,-0.524195885250652,0.19218989280245022,2.195821854912764,1327.0
-73.909745,40.81123,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,694.0,876.0,800.0,1098.0,2045.0,2473.0,2214.0,2527.0,1557.0,1055.0,0.46914399469143997,-0.17422434367541767,-0.4330097087378641,0.19218989280245022,1.9530386740331493,1236.0
-73.909755,40.81120333,1.012979184,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,809.0,925.0,977.0,1124.0,1644.0,1852.0,1656.0,1890.0,1641.0,1185.0,0.25788074439802505,-0.004549590536851683,-0.28322355676094535,0.1613588110403397,1.1694798484326558,1147.3333333333333
-73.90977,40.81116167,1.015142899,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,809.0,925.0,977.0,1124.0,1644.0,1852.0,1656.0,1890.0,1641.0,1185.0,0.25788074439802505,-0.004549590536851683,-0.28322355676094535,0.1613588110403397,1.1694798484326558,1147.3333333333333
-73.90978667,40.81111833,1.015263105,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,669.0,891.0,836.0,1124.0,1644.0,1852.0,1570.0,1890.0,1641.0,1185.0,0.3050706566916043,0.022111491747119277,-0.275904104022755,0.1613588110403397,1.1691621535520866,1025.0
-73.90980833,40.81106,1.015263105,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,732.0,669.0,891.0,836.0,1124.0,1644.0,1852.0,1570.0,1890.0,1641.0,1185.0,0.3050706566916043,0.022111491747119277,-0.275904104022755,0.1613588110403397,1.1691621535520866,1025.0
-73.909875,40.810865,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,849.0,783.0,975.0,840.0,1315.0,1513.0,1775.0,1796.0,1812.0,1905.0,1334.0,0.3626707132018209,0.029451499594704136,-0.29628293035005415,0.1762889780796542,2.4779678589942975,1139.6666666666667
-73.9099,40.81081,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,849.0,783.0,975.0,840.0,1315.0,1513.0,1775.0,1796.0,1812.0,1905.0,1334.0,0.3626707132018209,0.029451499594704136,-0.29628293035005415,0.1762889780796542,2.4779678589942975,1139.6666666666667
-73.90992833,40.81075333,1.02175425,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,849.0,1410.0,1510.0,1638.0,1852.0,2083.0,2108.0,1938.0,2308.0,2270.0,1582.0,0.08389261744966443,0.07889733840304182,-0.12412993039443156,0.1786085150571132,0.6291946308724833,1662.0
-73.909965,40.810705,1.02175425,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,849.0,1410.0,1510.0,1638.0,1852.0,2083.0,2108.0,1938.0,2308.0,2270.0,1582.0,0.08389261744966443,0.07889733840304182,-0.12412993039443156,0.1786085150571132,0.6291946308724833,1662.0
-73.90995167,40.81062833,1.023917965,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,849.0,1068.0,1368.0,1322.0,1363.0,1852.0,2182.0,1822.0,2053.0,1884.0,1436.0,0.15903307888040713,0.01672962763086886,-0.14231974921630094,0.13493975903614458,0.7163323782234956,1404.0
-73.90991333,40.8106,1.02175425,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,849.0,908.0,1076.0,1200.0,1363.0,1852.0,2182.0,2256.0,2053.0,1884.0,1436.0,0.3055555555555556,-0.08985507246376812,-0.35414165666266506,0.13493975903614458,0.9973554967888175,1454.6666666666667
-73.90974333,40.810515,1.02175425,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,849.0,907.0,1005.0,1050.0,1269.0,1674.0,1814.0,1880.0,1899.0,1816.0,1394.0,0.2832764505119454,-0.017316017316017316,-0.30329289428076256,0.13146417445482866,1.5052593398621692,1279.0
-73.90966667,40.810495,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,631.0,764.0,731.0,1212.0,2171.0,2502.0,1998.0,2600.0,2035.0,1417.0,0.46427262733602054,0.009174311926605505,-0.44677769732078204,0.17902665121668598,1.9167927382753405,1120.0
-73.90959167,40.81047333,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,631.0,764.0,731.0,1212.0,2171.0,2502.0,1998.0,2600.0,2035.0,1417.0,0.46427262733602054,0.009174311926605505,-0.44677769732078204,0.17902665121668598,1.9167927382753405,1120.0
-73.90951833,40.810445,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,509.0,672.0,608.0,1212.0,2171.0,2502.0,2800.0,2600.0,2035.0,1417.0,0.6431924882629108,-0.15822130299896586,-0.6129032258064516,0.17902665121668598,2.0824624738742163,1305.6666666666667
-73.90944,40.81042333,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,662.0,773.0,761.0,1166.0,2260.0,2510.0,2880.0,2780.0,2024.0,1465.0,0.5819829717110684,-0.17455138662316477,-0.5767862031207227,0.16021782745772428,2.13436744560838,1434.3333333333333
-73.909385,40.8104,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,538.0,753.0,634.0,1166.0,2260.0,2510.0,2800.0,2780.0,2024.0,1465.0,0.6307513104251602,-0.16086235489220563,-0.5761328454826907,0.16021782745772428,2.1070038910505837,1324.0
-73.909345,40.81038,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,906.0,949.0,1020.0,1166.0,2260.0,2510.0,2482.0,2780.0,2024.0,1465.0,0.4174757281553398,-0.10164225477141589,-0.44680851063829785,0.16021782745772428,2.021570796460177,1469.3333333333333
-73.90925333,40.81033333,1.01742682,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,906.0,949.0,1020.0,1166.0,2260.0,2510.0,2482.0,2780.0,2024.0,1465.0,0.4174757281553398,-0.10164225477141589,-0.44680851063829785,0.16021782745772428,2.021570796460177,1469.3333333333333
-73.90922333,40.81030667,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,1050.0,1394.0,1382.0,1317.0,2218.0,2592.0,2468.0,2727.0,1912.0,1474.0,0.2820779220779221,-0.12694063926940638,-0.2780942516830658,0.12935617247489664,0.9407484407484408,1633.3333333333333
-73.90917333,40.81029333,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,1364.0,1430.0,1494.0,1699.0,1921.0,2025.0,2178.0,2110.0,2084.0,1798.0,0.18627450980392157,-0.022055373064289067,-0.2073170731707317,0.07367336424523442,1.8729463307776562,1678.6666666666667
-73.90911833,40.81028,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,1364.0,1430.0,1494.0,1699.0,1921.0,2025.0,2178.0,2110.0,2084.0,1798.0,0.18627450980392157,-0.022055373064289067,-0.2073170731707317,0.07367336424523442,1.8729463307776562,1678.6666666666667
-73.909055,40.81026167,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1136.0,1186.0,1434.0,1514.0,1699.0,1921.0,2025.0,1874.0,2110.0,2084.0,1798.0,0.10625737898465171,0.05305709954522486,-0.13301088270858524,0.07367336424523442,0.436046511627907,1524.6666666666667
-73.90897833,40.81023833,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1260.0,1338.0,1454.0,1562.0,1570.0,1670.0,1722.0,1924.0,1726.0,2047.0,1804.0,0.1038439472174412,0.03097456560060438,-0.13913558318531677,0.06310049337834328,0.7171156893819335,1608.0
-73.908895,40.81021833,1.019590535,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1260.0,1338.0,1454.0,1562.0,1570.0,1670.0,1722.0,1924.0,1726.0,2047.0,1804.0,0.1038439472174412,0.03097456560060438,-0.13913558318531677,0.06310049337834328,0.7171156893819335,1608.0
-73.90871333,40.81017333,1.02175425,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1260.0,1474.0,1524.0,1622.0,1547.0,2162.0,2326.0,2036.0,2360.0,2325.0,2084.0,0.1131765992345544,0.06626920431093786,-0.14382022471910114,0.054660920843728734,1.4495798319327733,1710.6666666666667
-73.90862167,40.810155,1.02175425,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1260.0,1364.0,1426.0,1490.0,1547.0,2162.0,2326.0,2578.0,2360.0,2325.0,2084.0,0.26745329400196655,-0.051601060575158064,-0.28771228771228774,0.054660920843728734,2.1101629169899145,1810.6666666666667
-73.90853667,40.81013833,1.02175425,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1260.0,2928.0,3144.0,3602.0,3252.0,3357.0,3326.0,3742.0,3454.0,3909.0,4218.0,0.01906318082788671,0.021827212129133446,-0.08684286959047342,-0.03802141011443337,0.10309278350515463,3424.0
-73.90847,40.81012667,1.023917965,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1260.0,3160.0,3030.0,3642.0,3391.0,3319.0,3773.0,3630.0,3560.0,4151.0,4038.0,-0.0016501650165016502,0.0669579745533993,-0.09009009009009009,0.013798998656734644,-0.01682557487380819,3477.3333333333335
-73.90843167,40.810125,1.023917965,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1260.0,3160.0,3030.0,3642.0,3391.0,3319.0,3773.0,3630.0,3560.0,4151.0,4038.0,-0.0016501650165016502,0.0669579745533993,-0.09009009009009009,0.013798998656734644,-0.01682557487380819,3477.3333333333335
-73.90818333,40.81009667,1.015263105,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1338.0,932.0,1018.0,1090.0,1491.0,1952.0,1735.0,1204.0,2200.0,2429.0,2319.0,0.04969485614646905,0.3371868978805395,-0.08370837083708371,0.02316764953664701,0.3774834437086093,1075.3333333333333
-73.9081,40.81007833,1.015263105,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1338.0,932.0,1018.0,1090.0,1491.0,1952.0,1735.0,1204.0,2200.0,2429.0,2319.0,0.04969485614646905,0.3371868978805395,-0.08370837083708371,0.02316764953664701,0.3774834437086093,1075.3333333333333
-73.90800833,40.81006,1.01309939,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1338.0,1886.0,2100.0,2192.0,1940.0,1965.0,2276.0,2708.0,2159.0,2882.0,2566.0,0.10530612244897959,0.031127012522361358,-0.1264559068219634,0.05800293685756241,0.7517482517482517,2262.0
-73.90791833,40.81004,1.01309939,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1338.0,1628.0,2050.0,2018.0,1940.0,1965.0,2276.0,2642.0,2159.0,2882.0,2566.0,0.13390557939914163,0.04344677769732078,-0.12617220801364024,0.05800293685756241,0.613931523022432,2096.0
-73.90782333,40.810025,1.01309939,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1338.0,1344.0,1414.0,1660.0,2023.0,2270.0,2162.0,1932.0,2291.0,2929.0,2742.0,0.0757238307349666,0.20510183089899198,-0.15481171548117154,0.032974783988714514,0.37506894649751793,1645.3333333333333
-73.907525,40.80997833,1.010935675,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1357.0,1222.0,1310.0,1706.0,1929.0,2081.0,2014.0,1696.0,2023.0,2598.0,2326.0,-0.0029394473838918285,0.21006054960409873,-0.12840984697272123,0.05523964256701868,-0.00903179190751445,1541.3333333333333
-73.90740667,40.809905,1.03269303,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1296.0,1184.0,1314.0,1486.0,1819.0,1677.0,1979.0,1744.0,1936.0,2375.0,2094.0,0.07987616099071207,0.153192522456907,-0.1406147809025507,0.06287760125307675,0.3621560920830994,1471.3333333333333
-73.90739667,40.80987,1.030529316,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1296.0,1200.0,1420.0,1534.0,1819.0,1677.0,1979.0,1730.0,1936.0,2375.0,2094.0,0.06004901960784314,0.15712545676004872,-0.09841269841269841,0.06287760125307675,0.2532299741602067,1488.0
-73.90739833,40.80982833,1.030529316,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1296.0,1200.0,1420.0,1534.0,1819.0,1677.0,1979.0,1730.0,1936.0,2375.0,2094.0,0.06004901960784314,0.15712545676004872,-0.09841269841269841,0.06287760125307675,0.2532299741602067,1488.0
-73.90741167,40.80977667,1.026201886,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1296.0,1152.0,1396.0,1444.0,1547.0,1527.0,1430.0,1592.0,1473.0,1950.0,1726.0,0.048748353096179184,0.10107284020327499,-0.06559571619812583,0.060935799782372145,0.22881880024737167,1396.0
-73.907465,40.80964333,1.026201886,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1296.0,1180.0,1286.0,1518.0,1547.0,1527.0,1430.0,1454.0,1473.0,1950.0,1726.0,-0.021534320323014805,0.14571092831962398,-0.061313868613138686,0.060935799782372145,-0.09340338587273789,1384.0
-73.90749167,40.80957167,1.026201886,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1296.0,929.0,1060.0,1174.0,1554.0,1602.0,1581.0,1366.0,1751.0,2152.0,2036.0,0.07559055118110236,0.22342239909039227,-0.1261335531739489,0.027698185291308502,0.33252511257360584,1156.3333333333333
-73.90751833,40.80950167,1.028365601,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1296.0,1538.0,1604.0,1890.0,1554.0,1602.0,1581.0,1992.0,1751.0,2152.0,2036.0,0.02627511591962906,0.03861003861003861,-0.10789766407119021,0.027698185291308502,0.1418242491657397,1806.6666666666667
-73.90753833,40.80944167,1.028365601,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1296.0,1538.0,1604.0,1890.0,1554.0,1602.0,1581.0,1992.0,1751.0,2152.0,2036.0,0.02627511591962906,0.03861003861003861,-0.10789766407119021,0.027698185291308502,0.1418242491657397,1806.6666666666667
-73.90755,40.80939833,1.028365601,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1186.0,1830.0,1864.0,2110.0,1862.0,1801.0,1792.0,2470.0,1852.0,2248.0,2164.0,0.07860262008733625,-0.04705383637134379,-0.13982464236271344,0.019038984587488667,0.6401137980085349,2136.6666666666665
-73.90761333,40.80920333,1.04134789,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1251.0,1434.0,1632.0,1838.0,1782.0,1828.0,2199.0,1870.0,2210.0,2478.0,2339.0,0.008629989212513484,0.13983440662373506,-0.06796116504854369,0.028856134523562383,0.03731343283582089,1714.0
-73.90763833,40.80913833,1.04134789,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1251.0,1300.0,1650.0,1646.0,1782.0,1828.0,2199.0,2032.0,2210.0,2478.0,2339.0,0.10494834148994019,0.09889135254988914,-0.10374796306355241,0.028856134523562383,0.44696618805002314,1659.3333333333333
-73.90766,40.80906667,1.03702046,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1251.0,1360.0,1664.0,1830.0,1618.0,2229.0,2123.0,2408.0,2232.0,1900.0,1591.0,0.1363850873053327,-0.11792014856081709,-0.18271119842829076,0.08851331996562589,0.4531201003449358,1866.0
-73.90768,40.80899,1.03702046,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1251.0,850.0,980.0,866.0,1618.0,2229.0,2123.0,3040.0,2232.0,1900.0,1591.0,0.5565796210957501,-0.23076923076923078,-0.5124378109452736,0.08851331996562589,2.9189044038668097,1585.3333333333333
-73.90770167,40.80891167,1.039184175,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1251.0,862.0,1088.0,1003.0,1618.0,2229.0,2123.0,2640.0,2232.0,1900.0,1591.0,0.4493549272577546,-0.16299559471365638,-0.41630901287553645,0.08851331996562589,1.8653144940747493,1501.6666666666667
-73.90772667,40.808825,1.039184175,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1145.0,893.0,1114.0,1172.0,1421.0,1602.0,1540.0,1574.0,1764.0,1766.0,1654.0,0.14639475600874,0.05748502994011976,-0.17113095238095238,0.03274853801169591,0.5263157894736842,1213.0
-73.90775667,40.808735,1.026201886,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1145.0,1078.0,1380.0,1516.0,1421.0,1602.0,1540.0,1596.0,1764.0,1766.0,1654.0,0.02570694087403599,0.05056513979773944,-0.07258064516129033,0.03274853801169591,0.07668711656441718,1396.6666666666667
-73.907785,40.80864333,1.026201886,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1145.0,1268.0,1482.0,1632.0,1453.0,1407.0,1485.0,1422.0,1517.0,1664.0,1545.0,-0.068762278978389,0.07841866493843162,0.02066115702479339,0.03708320349018386,-0.30791788856304986,1440.6666666666667
-73.90781833,40.80855,1.024038171,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1145.0,1180.0,1232.0,1342.0,1453.0,1407.0,1485.0,1302.0,1517.0,1664.0,1545.0,-0.015128593040847202,0.12204989885367498,-0.027624309392265192,0.03708320349018386,-0.19801980198019803,1274.6666666666667
-73.90785667,40.80845667,1.024038171,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1145.0,926.0,939.0,1026.0,1050.0,1180.0,1096.0,1138.0,1167.0,1589.0,1431.0,0.051756007393715345,0.16538320498716538,-0.09581126624939817,0.05231788079470199,0.8,1030.0
-73.90789333,40.80836,1.024038171,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1145.0,996.0,1216.0,1346.0,1050.0,1180.0,1096.0,1450.0,1167.0,1589.0,1431.0,0.03719599427753934,0.04573872984534386,-0.08777194298574643,0.05231788079470199,0.12639766650461837,1264.0
-73.90792833,40.80826167,1.024038171,26.8,46.7,3.4,196,605,27.05320182993862,0.2655418942775416,1776.0,1378.0,1466.0,1656.0,1933.0,1721.0,2087.0,1670.0,1998.0,2211.0,1706.0,0.004209260372820205,0.1393970626127287,-0.06505102040816327,0.12892519785550166,0.02751572327044025,1568.0
