Longitude,Latitude,UHI Index,HEIGHTROOF,GROUNDELEV,distance_to_building,geometry,building_density_100m,building_density_250m,building_density_400m,building_density_750m,mean_bldg_height_100m,max_bldg_height_100m,mean_bldg_height_250m,max_bldg_height_250m,mean_bldg_height_400m,max_bldg_height_400m,mean_bldg_height_750m,max_bldg_height_750m,BCR_100m,BCR_250m,BCR_400m,BCR_750m
-73.90945333,40.81223667,1.010815469,51.13,31.0,74.07868526554931,POINT (-73.90945333 40.81223666999999),8,21,31,63,42.61125,51.61,47.246849713809524,189.39384399,47.40754335451612,189.39384399,37.61910863476189,189.39384399,0.010850840336134454,0.005053139006824548,0.0029237367981084475,0.0013411446928613866
-73.90947667,40.81216333,1.010815469,51.61,31.0,73.16274818724432,POINT (-73.90947667000002 40.81216333),9,21,33,62,38.95111111111111,51.61,45.88589733285714,189.39384399,46.62223769666667,189.39384399,37.270868451451605,189.39384399,0.011158645276292335,0.004907582602444614,0.0030608086723126755,0.001307638765237812
-73.90949333,40.81209333,1.010815469,30.57,31.0,63.88187370017828,POINT (-73.90949333 40.81209333000001),9,21,34,63,36.73444444444445,51.61,44.52494495190476,189.39384399,46.26423070558824,189.39384399,36.80228323793651,189.39384399,0.010523618538324422,0.00476202619806468,0.003129344609414789,0.001312024357858699
-73.90952167,40.81203167,1.010815469,30.57,31.0,60.00538832511068,POINT (-73.90952167 40.81203166999999),9,21,33,62,34.56666666666667,51.61,37.245238095238086,51.61,45.693449817878786,189.39384399,36.30199748370968,189.39384399,0.009902597402597404,0.003983447924624395,0.002999832577329227,0.0012736461783040488
-73.90953,40.81198167,1.010815469,29.62,32.0,57.97595612869396,POINT (-73.90953 40.81198166999998),10,22,33,62,33.984,51.61,37.21227272727272,51.61,45.693449817878786,189.39384399,36.11070716112903,189.39384399,0.010817417876241407,0.004169442322383498,0.002999832577329227,0.001266934806886795
-73.90954833,40.81194,1.010815469,29.62,32.0,59.82574577961271,POINT (-73.90954833 40.81194),10,21,32,59,31.745000000000005,51.61,36.62380952380952,51.61,45.0869951246875,189.39384399,35.741590576101686,189.39384399,0.010104723707664886,0.003916984975808504,0.0028703205452436653,0.0011933077803185919
-73.90956333,40.8119,1.010815469,29.62,32.0,64.63860714972279,POINT (-73.90956333 40.81190000000001),11,22,32,59,31.471818181818186,51.61,36.61909090909091,51.61,44.9207451246875,189.39384399,35.741590576101686,189.39384399,0.011019544181308889,0.004102979373567608,0.002859736766277534,0.0011933077803185919
-73.90958167,40.81186333,1.010815469,29.62,32.0,72.8301096083151,POINT (-73.90958167 40.81186333),10,22,33,59,29.458,30.57,35.93181818181818,51.61,44.61102557545455,189.39384399,35.741590576101686,189.39384399,0.009376750700280111,0.004025974025974026,0.00292877006141377,0.0011933077803185919
-73.9096,40.81181167,1.012979184,28.74,33.0,73.71970620960691,POINT (-73.9096 40.81181166999999),10,22,33,60,29.275,30.57,35.24454545454545,51.61,43.689813454242426,189.39384399,35.86256406649999,189.39384399,0.009318500127323657,0.003948968678380443,0.002868291324464445,0.001217640745828028
-73.909615,40.81175333,1.012979184,28.74,33.0,62.15813754656994,POINT (-73.909615 40.81175333000001),10,23,33,61,29.869999999999997,36.52,35.21,51.61,42.768601333030304,189.39384399,35.97957121295081,189.39384399,0.009507894066717596,0.004124420677361854,0.0028078125875151197,0.001241973711337464
-73.90963167,40.8117,1.012979184,28.74,33.0,56.178339017163225,POINT (-73.90963167 40.81170000000001),10,23,32,62,30.559999999999995,36.52,34.552608695652175,51.61,42.0707451246875,189.39384399,36.09280393532257,189.39384399,0.009727527374586197,0.004047415329768271,0.002678300555429558,0.0012663066768469002
-73.90964667,40.81164333,1.012979184,28.74,33.0,57.926004340941816,POINT (-73.90964667 40.811643329999995),10,22,34,62,31.25,36.52,33.93000000000001,51.61,41.63717188205882,189.39384399,36.09280393532257,189.39384399,0.0099471606824548,0.0038016806722689085,0.002816367145702031,0.0012663066768469002
-73.90966167,40.81157833,1.012979184,28.74,33.0,68.80515027735417,POINT (-73.90966167 40.81157833),9,22,35,63,32.19777777777777,36.52,33.93000000000001,51.61,37.66771428571429,59.78,35.726251491904755,189.39384399,0.009223962312197605,0.0038016806722689085,0.0026228076457855873,0.0012736631547916133
-73.909675,40.81151,1.012979184,36.52,34.0,72.2698788032398,POINT (-73.909675 40.81151),8,22,36,64,32.63,36.52,34.32318181818182,59.78,35.683333333333344,59.78,35.37115381234375,189.39384399,0.008309141838553604,0.003845734657499364,0.002555624522536288,0.0012810196327363269
-73.90969333,40.81144167,1.012979184,36.52,34.0,73.05198306593013,POINT (-73.90969333 40.81144167),9,22,38,64,33.69666666666667,36.52,33.55454545454546,59.78,33.12447368421054,59.78,35.37115381234375,189.39384399,0.009653361344537816,0.003759612936083525,0.0025041579131652677,0.0012810196327363269
-73.909705,40.81137667,1.012979184,36.52,34.0,82.72967504661847,POINT (-73.909705 40.811376670000016),10,22,37,64,34.342999999999996,36.52,33.742272727272734,59.78,32.680000000000014,59.78,35.37115381234375,189.39384399,0.010931690858161446,0.003780646804176217,0.0024055417621594104,0.0012810196327363269
-73.90971333,40.81132,1.012979184,36.52,34.0,95.6737665293889,POINT (-73.90971333 40.81132),10,22,38,64,34.914,36.52,33.93000000000001,59.78,30.9313157894737,59.78,35.37115381234375,189.39384399,0.01111344537815126,0.0038016806722689085,0.0023383586389101106,0.0012810196327363269
-73.909745,40.81123,1.012979184,36.52,34.0,118.44858141625264,POINT (-73.909745 40.81123),8,22,39,64,35.485,36.52,34.39181818181819,59.78,29.306153846153858,59.78,35.37115381234375,189.39384399,0.00903615991851286,0.0038534250063661834,0.0022738015660809787,0.0012810196327363269
-73.909755,40.81120333,1.012979184,34.45,37.0,121.32440331688473,POINT (-73.909755 40.811203330000005),8,21,40,64,35.485,36.52,34.61904761904763,59.78,28.771000000000004,59.78,35.37115381234375,189.39384399,0.00903615991851286,0.0037025719378660565,0.0022895180799592566,0.0012810196327363269
-73.90977,40.81116167,1.015142899,34.45,37.0,119.6784310681625,POINT (-73.90977000000001 40.81116166999998),7,22,39,64,35.33714285714285,36.52,35.88545454545454,59.78,28.197692307692325,59.78,35.37115381234375,189.39384399,0.00787369493251846,0.004020779220779221,0.002187798414820475,0.0012810196327363269
-73.90978667,40.81111833,1.015263105,34.45,37.0,120.43986590395949,POINT (-73.90978667 40.811118330000006),8,22,40,64,38.3925,59.78,34.93818181818182,59.78,28.115750000000002,59.78,35.37115381234375,189.39384399,0.009776546982429335,0.003914642220524574,0.0022373750636618286,0.0012810196327363269
-73.90980833,40.81106,1.015263105,34.45,37.0,124.71035367370814,POINT (-73.90980833 40.81106),8,22,40,64,38.165,59.78,33.99090909090909,59.78,27.448500000000003,59.78,34.738810062343745,189.39384399,0.009718614718614718,0.003808505220269926,0.002184277119938885,0.0012581183510115156
-73.909875,40.810865,1.019590535,59.78,34.0,112.21240430385456,POINT (-73.909875 40.81086499999999),8,22,36,61,37.7725,59.78,31.1490909090909,59.78,27.154444444444444,59.78,33.24563678672131,189.39384399,0.009618665648077413,0.0034900942195059833,0.0019447892793481027,0.0011476014169651701
-73.9099,40.81081,1.019590535,34.7,31.0,108.92270775962058,POINT (-73.9099 40.81081),7,22,35,60,38.247142857142855,59.78,29.84818181818181,59.78,27.084,59.78,32.71473073316667,189.39384399,0.008522090654443594,0.003344334097275273,0.0018858622994652405,0.0011107624389497214
-73.90992833,40.81075333,1.02175425,34.7,31.0,91.84533752600528,POINT (-73.90992833 40.81075332999999),6,21,35,59,38.879999999999995,59.78,29.53047619047619,59.78,26.703714285714284,59.78,32.16582786423729,189.39384399,0.007425515660809777,0.00315833969951617,0.001859382957728546,0.0010739234609342728
-73.909965,40.810705,1.02175425,34.7,31.0,75.94273127063339,POINT (-73.909965 40.81070499999999),7,20,34,58,39.90428571428571,59.78,29.180999999999994,59.78,26.643823529411765,59.78,29.455000000000005,59.78,0.008891329258976318,0.002972345301757066,0.0018022066781257957,0.0009667487196898963
-73.90995167,40.81062833,1.023917965,34.7,31.0,76.54471096854321,POINT (-73.90995167 40.81062832999999),8,21,32,57,40.6725,59.78,26.804761904761897,59.78,26.512812500000003,59.78,29.102105263157902,59.78,0.010357142857142856,0.0028668194550547483,0.0016878541189202956,0.000938697903403786
-73.90991333,40.8106,1.02175425,34.7,31.0,88.41697763174611,POINT (-73.90991333 40.810599999999994),8,22,33,59,40.6725,59.78,25.945454545454538,59.78,26.203636363636363,59.78,28.95050847457628,59.78,0.010357142857142856,0.0029070537305831414,0.001720301757066463,0.0009665732959850611
-73.90974333,40.810515,1.02175425,46.05,46.0,116.6173266814729,POINT (-73.90974333 40.810514999999995),8,22,35,65,27.4875,46.05,24.21136363636363,59.78,25.283142857142856,59.78,27.591230769230773,59.78,0.006999618029029794,0.0027127578304048886,0.0017604683919022154,0.0010148714031066974
-73.90966667,40.810495,1.019590535,46.05,46.0,119.02035446302524,POINT (-73.90966667 40.810495),9,23,35,67,22.333333333333332,46.05,24.24217391304347,59.78,25.283142857142856,59.78,27.17358208955224,59.78,0.006398013750954928,0.0028396740514387564,0.0017604683919022154,0.0010302634184987127
-73.90959167,40.81047333,1.019590535,7.9,39.0,103.10927351321664,POINT (-73.90959167 40.81047333),7,22,34,68,18.800000000000004,46.05,23.778181818181814,59.78,25.181470588235292,59.78,26.973970588235293,59.78,0.004188948306595366,0.002664222052457346,0.0017032921122994652,0.0010379594261947203
-73.90951833,40.810445,1.019590535,7.9,39.0,82.3293356604269,POINT (-73.90951833 40.810445000000016),9,22,35,69,16.37777777777778,46.05,22.953636363636363,59.78,25.690571428571428,59.78,26.78014492753623,59.78,0.00469187675070028,0.0025718360071301247,0.0017888376941685765,0.001045655433890728
-73.90944,40.81042333,1.019590535,7.9,39.0,64.55032737065046,POINT (-73.90944 40.81042333),10,22,35,69,15.530000000000001,46.05,22.12909090909091,59.78,25.875714285714288,59.78,26.25884057971014,59.78,0.004943340972752738,0.0024794499618029033,0.001801729214413038,0.0010253006253006251
-73.909385,40.8104,1.019590535,7.9,39.0,51.60530237315924,POINT (-73.909385 40.8104),10,22,35,70,11.715,46.05,22.12909090909091,59.78,25.875714285714288,59.78,26.711857142857138,59.78,0.0037289915966386557,0.0024794499618029033,0.001801729214413038,0.001058104858104858
-73.909345,40.81038,1.019590535,7.9,39.0,43.07094889331725,POINT (-73.909345 40.810379999999995),11,23,36,71,11.368181818181819,46.05,21.87608695652174,59.78,26.35138888888889,59.78,27.152112676056333,59.78,0.003980455818691113,0.002562515915457092,0.0018872747962821494,0.0010909090909090907
-73.90925333,40.81033333,1.01742682,7.9,39.0,36.234140221295895,POINT (-73.90925333 40.81033333),10,24,35,71,9.602,24.92,19.832916666666666,46.05,25.388857142857148,59.78,27.270422535211267,59.78,0.003056404379933792,0.0024241914947797302,0.0017678292908072323,0.0010956625074272134
-73.90922333,40.81030667,1.019590535,7.9,39.0,37.25406366045222,POINT (-73.90922333 40.81030667),11,21,35,72,10.994545454545456,24.92,17.70904761904762,46.05,25.388857142857148,59.78,27.696805555555557,59.78,0.0038496307613954677,0.0018940157881334354,0.0017678292908072323,0.001128466740231446
-73.90917333,40.81029333,1.019590535,7.9,39.0,48.68979568522841,POINT (-73.90917333 40.81029333),10,21,35,72,11.304,24.92,17.70904761904762,46.05,24.716857142857144,59.78,27.696805555555557,59.78,0.0035981665393430102,0.0018940157881334354,0.0017210378469569648,0.001128466740231446
-73.90911833,40.81028,1.019590535,7.9,39.0,62.8902100422969,POINT (-73.90911833 40.81028),9,20,35,71,11.682222222222222,24.92,16.859500000000004,46.05,24.716857142857144,59.78,27.407323943661968,59.78,0.0033467023172905528,0.0017172905525846705,0.0017210378469569648,0.0011011628893981835
-73.909055,40.81026167,1.019590535,7.9,39.0,80.07020077131251,POINT (-73.909055 40.810261669999996),8,20,34,72,12.155000000000001,24.92,17.2745,46.05,24.369705882352946,59.78,27.831805555555555,59.78,0.0030952380952380953,0.0017595620066208303,0.001648383785332315,0.0011339671222024162
-73.90897833,40.81023833,1.019590535,24.92,43.0,91.4684159756386,POINT (-73.90897833 40.81023833000001),8,20,32,73,13.20625,24.92,17.2745,46.05,23.739687500000002,59.78,28.24465753424657,59.78,0.003362936083524319,0.0017595620066208303,0.0015113119111280877,0.001166771355006649
-73.908895,40.81021833,1.019590535,24.92,43.0,89.80953890548646,POINT (-73.908895 40.810218330000005),8,20,32,72,14.2575,24.92,17.122,46.05,23.4328125,59.78,27.926805555555557,59.78,0.0036306340718105425,0.0017440285204991088,0.0014917756875477465,0.0011378377613671731
-73.90871333,40.81017333,1.02175425,16.31,33.0,82.3474601065303,POINT (-73.90871333 40.81017332999999),7,20,34,72,18.770000000000003,24.92,17.2245,43.0,21.575,46.05,28.015138888888888,59.78,0.004182263814616756,0.0017544690603514134,0.0014593479437229437,0.0011414367767308942
-73.90862167,40.810155,1.02175425,16.31,33.0,68.74831686809263,POINT (-73.90862167 40.810155),6,20,34,72,17.745,24.92,17.4795,43.0,20.33823529411765,46.05,28.015138888888888,59.78,0.0033890374331550805,0.0017804430863254395,0.0013756923223834988,0.0011414367767308942
-73.90853667,40.81013833,1.02175425,16.31,33.0,63.765972588079485,POINT (-73.90853667 40.81013833),6,18,34,71,20.758333333333333,43.0,18.543888888888887,43.0,19.59705882352941,46.05,27.97915492957747,59.78,0.003964540361599185,0.0016999745352686527,0.0013255586325439266,0.001124137735902442
-73.90847,40.81012667,1.023917965,16.31,33.0,66.58923355251973,POINT (-73.90847000000001 40.81012667),6,17,34,70,20.758333333333333,43.0,19.169999999999998,43.0,19.59705882352941,46.05,27.942142857142862,59.78,0.003964540361599185,0.0016597402597402597,0.0013255586325439266,0.0011068386950739894
-73.90843167,40.810125,1.023917965,16.31,33.0,71.95142181069939,POINT (-73.90843167 40.810125),7,17,34,70,23.935714285714287,43.0,19.169999999999998,43.0,19.59705882352941,46.05,27.942142857142862,59.78,0.005333269671504966,0.0016597402597402597,0.0013255586325439266,0.0011068386950739894
-73.90818333,40.81009667,1.015263105,43.0,33.0,52.34210944257703,POINT (-73.90818333 40.81009667),7,18,33,67,27.275714285714287,43.0,23.191111111111113,43.0,17.984848484848484,43.0,28.63029850746269,80.76,0.006077476445123504,0.002125999490705373,0.0011807279730073849,0.0010854935913759444
-73.9081,40.81007833,1.015263105,43.0,33.0,33.41503335110318,POINT (-73.9081 40.81007833000002),6,17,33,66,28.551666666666666,43.0,23.454705882352943,43.0,18.15757575757576,43.0,28.628636363636367,80.76,0.005452953908836261,0.0020307104660045837,0.0011920677361853833,0.0010692301162889399
-73.90800833,40.81006,1.01309939,43.0,33.0,26.36118875740832,POINT (-73.90800833 40.81006),5,18,31,65,31.0,43.0,22.882777777777775,43.0,18.819354838709682,43.0,28.62692307692308,80.76,0.004933791698497581,0.0020977336389101093,0.0011606347084288262,0.0010529666412019355
-73.90791833,40.81004,1.01309939,13.0,31.0,34.56712039854272,POINT (-73.90791833 40.81004000000001),5,19,31,63,31.0,43.0,22.94,43.0,19.003225806451617,43.0,28.62333333333334,80.76,0.004933791698497581,0.0022198115609880316,0.0011719744716068249,0.0010204396910279264
-73.90782333,40.810025,1.01309939,13.0,31.0,27.67602294333129,POINT (-73.90782333 40.810025),5,19,29,63,27.326,43.0,22.581578947368424,43.0,19.76896551724138,43.0,29.449047619047622,80.76,0.004349057804940158,0.002185128596893303,0.0011405414438502674,0.0010498769204651559
-73.907525,40.80997833,1.010935675,24.63,26.0,72.68479184930756,POINT (-73.907525 40.80997833),6,15,26,55,22.691666666666663,24.63,24.254000000000005,43.0,20.70307692307692,43.0,28.53345454545455,80.76,0.004333778966131906,0.0018528647822765472,0.0010708715304303539,0.0008880626998274058
-73.90740667,40.809905,1.03269303,24.63,26.0,76.06443129364766,POINT (-73.90740667 40.809904999999986),6,15,25,49,22.876666666666665,24.63,24.254000000000005,43.0,20.5344,43.0,27.271632653061225,80.76,0.004369111280875987,0.0018528647822765472,0.0010212948815889993,0.0007561950032538268
-73.90739667,40.80987,1.030529316,24.63,26.0,73.1624285824787,POINT (-73.90739667 40.80986999999998),6,15,26,50,22.876666666666665,24.63,24.254000000000005,43.0,21.974230769230772,57.97,28.3414,80.76,0.004369111280875987,0.0018528647822765472,0.0011366222625413802,0.0008018957077780607
-73.90739833,40.80982833,1.030529316,24.63,26.0,68.95463119069858,POINT (-73.90739833 40.80982833000002),7,16,26,49,21.624285714285715,24.63,23.588124999999998,43.0,21.974230769230772,57.97,28.211632653061226,80.76,0.004818245480010186,0.0019221288515406162,0.0011366222625413802,0.0007822595704948647
-73.90741167,40.80977667,1.026201886,24.63,26.0,65.12408061597426,POINT (-73.90741167 40.80977667000001),7,17,27,50,21.624285714285715,24.63,23.000588235294117,43.0,23.30740740740741,57.97,29.262600000000003,80.76,0.004818245480010186,0.0019913929208046854,0.0012519496434937613,0.0008279602750190986
-73.907465,40.80964333,1.026201886,14.11,28.0,65.67762440596798,POINT (-73.907465 40.80964333),9,18,28,51,20.464444444444446,24.63,20.845000000000002,43.0,24.545357142857146,57.97,29.117450980392157,80.76,0.0058626177743824805,0.0019109243697478994,0.0013672770244461422,0.0008403304756245932
-73.90749167,40.80957167,1.026201886,14.11,28.0,68.75845501067202,POINT (-73.90749167 40.80957167000001),7,18,28,52,19.274285714285714,24.63,19.21166666666667,43.0,26.033214285714287,57.97,28.977884615384614,80.76,0.004294626941685765,0.001761191749427044,0.0014501567672523556,0.000852700676230088
-73.90751833,40.80950167,1.028365601,23.97,28.0,65.02848502254638,POINT (-73.90751833 40.80950167),5,18,29,52,17.131999999999998,23.97,19.21166666666667,43.0,27.134482758620692,57.97,28.977884615384614,80.76,0.00272663610898905,0.001761191749427044,0.0015654841482047367,0.000852700676230088
-73.90753833,40.80944167,1.028365601,23.97,28.0,68.59361545132985,POINT (-73.90753833 40.80944167000001),6,18,29,53,16.543333333333333,23.97,20.043333333333333,57.97,27.134482758620692,57.97,28.843584905660375,80.76,0.0031595365418894826,0.0018374331550802137,0.0015654841482047367,0.0008650708768355826
-73.90755,40.80939833,1.028365601,9.5,26.0,68.64789576856249,POINT (-73.90755 40.809398330000015),7,18,29,54,16.12285714285714,23.97,22.541666666666668,57.97,28.571034482758627,57.97,29.42833333333333,80.76,0.0035924369747899155,0.00206646294881589,0.0016483638910109503,0.0008992615227909345
-73.90761333,40.80920333,1.04134789,13.6,22.0,48.45014787061879,POINT (-73.90761333 40.80920333),6,16,27,62,14.644999999999998,23.97,27.174999999999997,57.97,31.022222222222222,57.97,33.11433437548387,80.76,0.00279698242933537,0.0022144130379424497,0.001666348357524828,0.0011618078438615852
-73.90763833,40.80913833,1.04134789,13.6,22.0,58.38722942214915,POINT (-73.90763833 40.80913833000002),6,15,27,65,12.916666666666666,13.6,27.344666666666672,57.97,31.022222222222222,57.97,33.04607829030769,80.76,0.0024668958492487904,0.002088973771326713,0.001666348357524828,0.0012155137305095776
-73.90766,40.80906667,1.03702046,13.6,22.0,78.01406389575266,POINT (-73.90766 40.809066670000014),6,15,27,66,20.995,57.97,29.56733333333334,57.97,32.42074074074074,80.76,32.38737481772727,80.76,0.00400974025974026,0.002258772599949071,0.0017414693149987268,0.0012096125048637635
-73.90768,40.80899,1.03702046,13.6,22.0,102.870915447297,POINT (-73.90768 40.808990000000016),7,16,26,68,26.277142857142856,57.97,31.342499999999998,57.97,33.466153846153844,80.76,32.10610860455882,80.76,0.005854978354978355,0.0025540106951871654,0.001731044690603514,0.0012354442945477179
-73.90770167,40.80891167,1.039184175,13.6,22.0,129.76154503762203,POINT (-73.90770167 40.80891166999999),6,16,25,70,28.39,57.97,34.083749999999995,57.97,36.9952,80.76,31.918076930142856,80.76,0.005422077922077922,0.0027773873185637887,0.001839985994397759,0.001264332617553688
-73.90772667,40.808825,1.039184175,57.97,23.0,131.74878555191097,POINT (-73.90772667 40.80882500000001),6,14,24,71,35.785000000000004,57.97,36.23285714285715,57.97,39.84916666666666,80.76,31.910780071971832,80.76,0.0068344155844155844,0.0025834479246243957,0.0019026531066972242,0.0012821013412047646
-73.90775667,40.808735,1.026201886,57.97,23.0,110.35567165386104,POINT (-73.90775667 40.808735),6,13,23,82,43.18,57.97,37.17615384615385,57.97,40.39043478260869,80.76,30.556857746097567,80.76,0.008246753246753247,0.0024613700025464735,0.001848142666157372,0.001417911515819257
-73.907785,40.80864333,1.026201886,57.97,23.0,96.82087179952332,POINT (-73.907785 40.80864333),5,13,23,87,57.970000000000006,57.97,42.657692307692315,80.76,40.269999999999996,80.76,31.340815888735637,121.03,0.009226190476190476,0.002824293353705119,0.001842631939139292,0.0015429652164898285
-73.90781833,40.80855,1.024038171,57.97,23.0,93.37325608444084,POINT (-73.90781833 40.808550000000004),5,14,23,89,57.970000000000006,57.97,45.37928571428572,80.76,40.60695652173913,80.76,32.517876205842704,121.03,0.009226190476190476,0.0032355996944232242,0.001858050038197097,0.001637716652417735
-73.90785667,40.80845667,1.024038171,57.97,23.0,101.63738594831462,POINT (-73.90785667 40.808456670000005),5,13,23,87,57.970000000000006,57.97,52.99,80.76,42.6204347826087,80.76,33.21886186574714,121.03,0.009226190476190476,0.003508377896613191,0.0019501806404379934,0.0016354248265964975
-73.90789333,40.80836,1.024038171,57.97,23.0,121.60277799810709,POINT (-73.90789333000001 40.80835999999999),4,13,22,89,57.97,57.97,58.15615384615384,80.76,45.12499999999999,80.76,34.06450541932584,121.03,0.00738095238095238,0.0038504201680672266,0.0019750087535014005,0.0017156104361938716
-73.90792833,40.80826167,1.024038171,57.97,23.0,148.82672456748475,POINT (-73.90792833000002 40.808261669999986),4,13,22,88,63.667500000000004,80.76,58.79153846153846,80.76,47.43954545454546,80.76,35.80660207181818,121.03,0.008106378915202446,0.00389248790425261,0.0020763106378915205,0.0017830863154344567
-73.90800833,40.80806667,1.019710741,80.76,21.0,91.3528572381951,POINT (-73.90800833 40.80806667),4,13,21,89,75.0625,80.76,56.83769230769231,80.76,49.33904761904761,80.76,35.723044745168544,121.03,0.009557231983702572,0.0037631270690094217,0.0020612904252610134,0.0017991404138414963
-73.90802667,40.80797667,1.015383311,80.76,21.0,76.2957918778287,POINT (-73.90802667 40.80797667000001),4,13,21,86,80.76,80.76,57.026153846153846,80.76,49.62714285714286,80.76,35.5310579339535,121.03,0.010282658517952636,0.0037756047873694935,0.002073326489686784,0.0017291520144413325
-73.90804667,40.807885,1.015383311,80.76,21.0,73.90648185955163,POINT (-73.90804667 40.807885000000006),5,13,25,84,68.98,80.76,57.21461538461537,80.76,44.856745885600006,80.76,35.85394026571429,121.03,0.010978482302011715,0.0037880825057295636,0.0022309862950805324,0.0017042871189882017
-73.90808667,40.80778833,1.006728452,80.76,21.0,83.19563843338071,POINT (-73.90808667 40.807788329999994),5,12,30,84,57.20000000000001,80.76,57.151666666666664,80.76,40.79598238966669,80.76,35.7037021704762,121.03,0.009103641456582635,0.003492844410491469,0.0024348251521716653,0.0016971456765526415
-73.90813,40.80769167,1.006728452,21.86,23.0,67.27219514029525,POINT (-73.90813 40.80769167000001),5,12,31,84,45.42,80.76,53.958333333333336,80.76,38.81839665290324,80.76,35.43405931333334,121.03,0.007228800611153553,0.0032976827094474154,0.0023940235394385037,0.0016843284284412759
-73.90817333,40.80759667,1.004564737,21.86,23.0,55.91462358508896,POINT (-73.90817333 40.80759667000002),5,12,35,85,41.352,80.76,50.76499999999999,80.76,41.17168409657144,121.03,35.28224685082354,121.03,0.006581359816653934,0.003102521008403361,0.002866789500931055,0.0016970777706023829
-73.90821333,40.8075,1.004564737,21.86,23.0,67.4651114009788,POINT (-73.90821333 40.80750000000001),6,13,37,85,41.14000000000001,60.42,48.37153846153846,80.76,38.82669163567569,121.03,35.15989390964707,121.03,0.007857142857142858,0.003202597402597402,0.002857993519464605,0.0016911925882466122
